name,price,location,Тип предложения,Период аренды,Серия,Дом,Этаж,Площадь,Отопление,Состояние,Интернет,Санузел,Газ,Балкон,Входная дверь,Парковка,Мебель,Пол,Высота потолков,Правоустанавливающие документы,Телефон,Безопасность,Разное,"
                                    Дом                            ",Площадь участка,Возможность ипотеки,Кол-во этажей,Канализация,Питьевая вода,Электричество,Коммуникации,"
                                    Тип строения                            ",Поливная вода,Местоположение
"3-комн. кв., 70 м2",$ 600/мес.,"Бишкек, Восток-5 м-н, Мамбетова 7/3",от собственника,на долгий срок,105 серия,панельный,8 этаж из 9,70 м2,центральное,хорошее,adsl,раздельный,магистральный,,металлическая,рядом охраняемая стоянка,полностью меблирована,линолеум,,,есть,,,,,,,,,,,,,
"1-комн. кв., 50 м2",$ 70/сутки,с. Бостери,от собственника,посуточно,индивид. планировка,кирпичный,3 этаж из 3,50 м2,,евроремонт,,раздельный,,балкон,бронированная,паркинг,полностью меблирована,ламинат,3 м.,,,,,,,,,,,,,,,
"2-комн. кв., 50 м2",$ 1 268/мес.,"с. Бостери, Аллея Акматова 4б/20",от собственника,помесячно,индивид. планировка,кирпичный,1 этаж из 2,50 м2,,хорошее,,совмещенный,,,бронированная,рядом охраняемая стоянка,полностью меблирована,ламинат,2.9 м.,,,"решетки на окнах,                                             охрана",,,,,,,,,,,,
"2-комн. кв., 60 м2",$ 1 556/мес.,"с. Бостери, Аллея Акматова 4б/20",от собственника,помесячно,индивид. планировка,кирпичный,2 этаж из 2,60 м2,,хорошее,,совмещенный,,балкон,бронированная,рядом охраняемая стоянка,полностью меблирована,ламинат,2.9 м.,,,охрана,кухня-студия,,,,,,,,,,,
"4-комн. кв., 100 м2",$ 2 305/мес.,"с. Бостери, Аллея Акматова 4б/20",от собственника,помесячно,индивид. планировка,кирпичный,1 этаж из 2,100 м2,,хорошее,,2 с/у и более,,балкон,бронированная,рядом охраняемая стоянка,полностью меблирована,ламинат,2.9 м.,,,решетки на окнах,,,,,,,,,,,,
"Дом, 3-комн., 70 м2",$ 2 017/мес.,"с. Бостери, Аллея Акматова 4б/20",от собственника,помесячно,,,,70 м2,,хорошее,,совмещенный,,,,,полностью меблирована,ламинат,,,,,,кирпичный,,,,,скважина,,,,,
"4-комн. кв., 112 м2",$ 2 536/мес.,"с. Бостери, Алея Акматова 4б",от собственника,помесячно,индивид. планировка,"кирпичный, 2021 г.",1 этаж из 2,112 м2,электрическое,евроремонт,,,,,бронированная,,полностью меблирована,,3 м.,,,охрана,,,,,,,,,,,,
"3-комн. кв., 60 м2",$ 1 844/мес.,"с. Бостери, Алея Акматова 4б",от собственника,помесячно,индивид. планировка,кирпичный,3 этаж из 3,60 м2,,евроремонт,,,,балкон,,,полностью меблирована,,3 м.,,,,,,,,,,,,,,,
"3-комн. кв., 60 м2",$ 1 844/мес.,"с. Бостери, Алея Акматова 4б",от собственника,помесячно,индивид. планировка,кирпичный,2 этаж из 3,60 м2,электрическое,евроремонт,,,,балкон,бронированная,,полностью меблирована,,3 м.,,,,,,,,,,,,,,,
"1-комн. кв., 47 м2",$ 1 325/мес.,"с. Бостери, Алея Акматова 4б",от собственника,помесячно,индивид. планировка,кирпичный,3 этаж из 3,47 м2,,евроремонт,,,,,бронированная,,полностью меблирована,,3 м.,,,,,,,,,,,,,,,
"Коммерческая недвижимость, 60 м2",$ 800/мес.,"Бишкек, 10 м-н, Советская/магистраль",от агента,помесячно,,,,60 м2,электрическое,среднее,,,,,,,,,,технический паспорт,,,,панельный,1 соток,,5,,,,,,,
"3-комн. кв., 76 м2",$ 500/мес.,"Бишкек, Московская - Уметалиева, Фучика/Дэн Сяопина 25",от собственника,на долгий срок,индивид. планировка,"монолитный, 2008 г.",3 этаж из 10,"76 м2, жилая: 76 м2, кухня: 10 м2",центральное,хорошее,проводной,раздельный,магистральный,лоджия,металлическая,паркинг,полностью меблирована,дерево,3.1 м.,,,"домофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение","пластиковые окна,                                             кухня-студия,                                             кондиционер,                                             кладовка",,,,,,,,,,,
"1-комн. кв., 35 м2",$ 35/сутки,"Бишкек, Магистраль, Токтоналиева 104/2/Масалиева",от собственника,посуточно,108 серия,"монолитный, 2022 г.",9 этаж из 9,"35 м2, жилая: 35 м2, кухня: 15 м2",электрическое,евроремонт,проводной,совмещенный,нет,застекленный балкон,металлическая,паркинг,полностью меблирована,паркет,2.8 м.,,есть,домофон,"пластиковые окна,                                             улучшенная,                                             кухня-студия,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             кладовка,                                             тихий двор,                                             удобно под бизнес,                                             встроенная кухня",,,,,,,,,,,
"3-комн. кв., 130 м2",$ 1 200/мес.,"Бишкек, Магистраль, Аалы Токомбаева 23/1",от собственника,на долгий срок,элитка,монолитный,5 этаж из 10,130 м2,центральное,евроремонт,проводной,раздельный,возможно подключение,лоджия,бронированная,рядом охраняемая стоянка,частично меблирована,ламинат,3 м.,,возможно подключение,"домофон,                                             сигнализация,                                             видеодомофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение,                                             консьерж","пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",,,,,,,,,,,
"3-комн. кв., 116 м2",$ 1 400/мес.,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",от собственника,на долгий срок,элитка,"монолитный, 2019 г.",9 этаж из 9,116 м2,центральное,евроремонт,проводной,раздельный,возможно подключение,лоджия,бронированная,рядом охраняемая стоянка,полностью меблирована,ламинат,3 м.,,возможно подключение,,,,,,,,,,,,,
"Коммерческая недвижимость, 30 м2",$ 519/мес.,"Бишкек, Вечерка, Шопокова 31/Боконбаева",от собственника,на долгий срок,,,,30 м2,электрическое,хорошее,,,,,,,,,2.5 м.,"красная книга,                                             зеленая книга,                                             технический паспорт,                                             договор купли-продажи,                                             акт ввода в эксплуатацию",возможно подключение,,,"другое, 2016 г.",2 соток,,1,,,,,,,
"Коммерческая недвижимость, 100 м2",$ 1 500/мес.,"Бишкек, Вечерка, Боконбаева/Шопокова 31",от собственника,на долгий срок,,,,100 м2,центральное,хорошее,,,,,,,,,2.8 м.,"красная книга,                                             акт ввода в эксплуатацию,                                             технический паспорт",есть,,,"панельный, 1980 г.",3 соток,,1,,,,,,,
"2-комн. кв., 110 м2",$ 1 200/мес.,"Бишкек, Азия Молл, Ул Севастопольская 6",от собственника,на долгий срок,элитка,монолитный,2 этаж из 13,110 м2,электрическое,евроремонт,проводной,совмещенный,возможно подключение,балкон,бронированная,паркинг,полностью меблирована,плитка,,,есть,"решетки на окнах,                                             домофон,                                             сигнализация,                                             видеодомофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение,                                             консьерж",улучшенная,,,,,,,,,,,
"Дом, 6 и более комнат, 100 м2",$ 12/сутки,"Чолпон-Ата, Иса Ахунбаева 5к",от собственника,посуточно,,,,100 м2,без отопления,среднее,оптика,раздельный,,,,,полностью меблирована,,,,есть,,,"кирпичный, 1999 г.",,,2,центральная,,,,,,
"2-комн. кв., 65 м2",$ 600/мес.,"Бишкек, Душанбинка, Жаманбаева 8/2/Душанбинская",от агента,на долгий срок,элитка,"монолитный, 2019 г.",8 этаж из 12,65 м2,центральное,евроремонт,проводной,раздельный,,,,,полностью меблирована,,3 м.,,,,,,,,,,,,,,,
"Коммерческая недвижимость, 100 м2",$ 1 500/мес.,"с. Тамчы, Манаса 21",от собственника,помесячно,,,,100 м2,автономное,хорошее,оптика,,,,,,,,3 м.,,,,,"кирпичный, 2019 г.",10 соток,,1,,,,,,,
"Коммерческая недвижимость, 230 м2",$ 500/мес.,"Бишкек, Алматинка - Магистраль, гск 54 бокс 11",от собственника,на долгий срок,,,,230 м2,электрическое,хорошее,проводной,,,,,,,,2.3 м.,,,"решетки на окнах,                                             охрана,                                             видеонаблюдение",,"панельный, 1991 г.",1 соток,,,,,,,,,
"1-комн. кв., 30 м2",$ 400/мес.,"Бишкек, Московская - Уметалиева, Шевченко 25/Боконбаева",от собственника,на долгий срок,индивид. планировка,"кирпичный, 1981 г.",1 этаж из 5,30 м2,центральное,хорошее,,совмещенный,магистральный,застекленный балкон,металлическая,,полностью меблирована,линолеум,,,есть,"решетки на окнах,                                             домофон,                                             кодовый замок","пластиковые окна,                                             неугловая,                                             кладовка,                                             тихий двор",,,,,,,,,,,
"2-комн. кв., 60 м2",$ 1 200/мес.,"Бишкек, ЦУМ, Киевская 76/Тыныстанова",от агента,на долгий срок,элитка,"монолитный, 2018 г.",6 этаж из 19,60 м2,центральное,евроремонт,оптика,совмещенный,магистральный,нет,бронированная,рядом охраняемая стоянка,полностью меблирована,паркет,3 м.,,есть,"домофон,                                             сигнализация,                                             видеодомофон,                                             охрана,                                             видеонаблюдение","пластиковые окна,                                             кухня-студия,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             тихий двор",,,,,,,,,,,
"3-комн. кв., 120 м2",$ 1 400/мес.,"Бишкек, Дордой Плаза, Ибраимова 115/Чуй",от агента,на долгий срок,элитка,"монолитный, 2017 г.",5 этаж из 13,120 м2,,евроремонт,оптика,2 с/у и более,магистральный,нет,бронированная,рядом охраняемая стоянка,полностью меблирована,паркет,3 м.,,есть,"домофон,                                             сигнализация,                                             охрана,                                             видеонаблюдение","пластиковые окна,                                             кухня-студия,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы",,,,,,,,,,,
"Коммерческая недвижимость, 25 м2",$ 346/мес.,"Бишкек, Советская - Скрябина, байтик баатыра 7/1",от собственника,на долгий срок,,,,25 м2,центральное,среднее,,,,,,,,,,,,,,"кирпичный, 2014 г.",,,9,,,,,,,
"2-комн. кв., 70 м2",$ 40/сутки,"Бишкек, Моссовет, Юсупа абдрахманова 97/1 2",от собственника,посуточно,элитка,монолитный,6 этаж из 12,70 м2,центральное,хорошее,проводной,совмещенный,магистральный,балкон,металлическая,рядом охраняемая стоянка,полностью меблирована,ламинат,,,,охрана,,,,,,,,,,,,
"Дом, 6 и более комнат, 300 м2",$ 300/сутки,"с. Кок-Джар, Кольбаева 25",от собственника,посуточно,,,,"300 м2, жилая: 250 м2, кухня: 50 м2",на газе,хорошее,adsl,2 с/у и более,магистральный,,,,полностью меблирована,паркет,3 м.,,есть,"домофон,                                             решетки на окнах,                                             видеодомофон,                                             охрана,                                             видеонаблюдение,                                             консьерж",,"кирпичный, 2019 г.",14 соток,,2,центральная,скважина,есть,,,,
"2-комн. кв., 43 м2",$ 519/мес.,"Бишкек, Московская - Уметалиева, Боконбаева 197/Умиталиева",от собственника,на долгий срок,105 серия,"кирпичный, 1980 г.",5 этаж из 5,"43 м2, жилая: 26 м2, кухня: 6 м2",центральное,хорошее,adsl,совмещенный,магистральный,застекленный балкон,бронированная,паркинг,полностью меблирована,дерево,3 м.,,возможно подключение,,"пластиковые окна,                                             улучшенная,                                             кондиционер,                                             встроенная кухня,                                             кладовка,                                             тихий двор",,,,,,,,,,,
"Дом, 6 и более комнат, 194 м2",$ 2 500/мес.,"Бишкек, Куренкеева 140/Осмонкула",от собственника,на долгий срок,,,,"194 м2, жилая: 194 м2, кухня: 20 м2",автономное,евроремонт,проводной,2 с/у и более,магистральный,,,,частично меблирована,паркет,3 м.,,есть,"решетки на окнах,                                             видеонаблюдение","пластиковые окна,                                             баня,                                             бассейн,                                             сад,                                             хозпостройки,                                             навес,                                             сауна,                                             гараж,                                             веранда,                                             3 фазы","кирпичный, 2010 г.",5 соток,,3,центральная,центральное водоснабжение,есть,,,,
"2-комн. кв., 45 м2",$ 500/мес.,"Бишкек, Золотой квадрат, Логвиненко 36/Токтогула",от собственника,на долгий срок,104 серия улучшенная,"кирпичный, 1980 г.",2 этаж из 5,"45 м2, жилая: 39 м2, кухня: 6 м2",центральное,хорошее,,совмещенный,магистральный,,бронированная,паркинг,полностью меблирована,ламинат,2 м.,,,"решетки на окнах,                                             домофон,                                             кодовый замок","пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             кондиционер,                                             тихий двор",,,,,,,,,,,
"3-комн. кв., 58 м2",$ 403/мес.,"Бишкек, 6 м-н",от собственника,на долгий срок,104 серия,панельный,4 этаж из 4,"58 м2, кухня: 6 м2",центральное,среднее,,,,,,,частично меблирована,линолеум,,,,,,,,,,,,,,,,
"1-комн. кв., 50 м2",$ 500/мес.,"Бишкек, Азия Молл",от собственника,на долгий срок,элитка,кирпичный,3 этаж из 11,50 м2,,,,,,,,,,,,,,,,,,,,,,,,,,
"2-комн. кв., 80 м2",$ 700/мес.,"Бишкек, Моссовет, Чокморова 154/Абдрахманова",от собственника,на долгий срок,элитка,"кирпичный, 2015 г.",8 этаж из 12,"80 м2, жилая: 78 м2, кухня: 21 м2",центральное,евроремонт,оптика,совмещенный,возможно подключение,застекленный балкон,бронированная,паркинг,полностью меблирована,ламинат,3 м.,,возможно подключение,"домофон,                                             видеодомофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение","пластиковые окна,                                             новая сантехника,                                             тихий двор",,,,,,,,,,,
"1-комн. кв., 42 м2",$ 450/мес.,"Бишкек, Ден Сяопина - Фучика, Кайназарова / Профсоюзная",от собственника,на долгий срок,индивид. планировка,"монолитный, 2024 г.",1 этаж из 9,"42 м2, жилая: 42 м2, кухня: 42 м2",на газе,евроремонт,adsl,нет,автономный,балкон,бронированная,паркинг,,линолеум,2 м.,,есть,,улучшенная,,,,,,,,,,,
"1-комн. кв., 46 м2",$ 29/сутки,"Бишкек, Академия Наук, Шевченко 94-98",от собственника,посуточно,элитка,"монолитный, 2013 г.",1 этаж из 10,46 м2,центральное,хорошее,проводной,совмещенный,магистральный,нет,бронированная,рядом охраняемая стоянка,полностью меблирована,паркет,3 м.,,нет,"охрана,                                             видеонаблюдение","пластиковые окна,                                             кухня-студия,                                             кондиционер,                                             неугловая,                                             встроенная кухня,                                             тихий двор",,,,,,,,,,,
"3-комн. кв., 72 м2",$ 346/мес.,"Бишкек, Ден Сяопина - Фучика, Нарвская",от собственника,помесячно,индивид. планировка,"кирпичный, 1981 г.",1 этаж из 3,"72 м2, жилая: 68 м2, кухня: 8 м2",центральное,хорошее,,раздельный,магистральный,лоджия,бронированная,паркинг,полностью меблирована,линолеум,3 м.,,есть,решетки на окнах,"пластиковые окна,                                             новая сантехника,                                             тихий двор",,,,,,,,,,,
"2-комн. кв., 48 м2",$ 519/мес.,"Бишкек, Бишкек-Парк",от собственника,на долгий срок,104 серия,кирпичный,4 этаж из 5,"48 м2, жилая: 36 м2, кухня: 14 м2",центральное,хорошее,adsl,совмещенный,магистральный,балкон,бронированная,паркинг,полностью меблирована,дерево,2.7 м.,,нет,,,,,,,,,,,,,
"Дом, 5-комн., 380 м2",$ 2 000/мес.,"Бишкек, Госрегистр, Пожарского 45/Горького",от агента,на долгий срок,,,,380 м2,смешанное,хорошее,проводной,2 с/у и более,магистральный,,,,полностью меблирована,дерево,4 м.,,есть,"видеодомофон,                                             кодовый замок","сад,                                             баня,                                             хозпостройки,                                             навес,                                             гараж","кирпичный, 2014 г.",6 соток,,2,центральная,центральное водоснабжение,есть,,,,
"2-комн. кв., 70 м2",$ 500/мес.,"Бишкек, Сквер Тоголок Молдо, Чуйкова 132б/Коенкозова",от агента,на долгий срок,элитка,"кирпичный, 2016 г.",4 этаж из 12,70 м2,центральное,хорошее,проводной,2 с/у и более,магистральный,балкон,металлическая,паркинг,полностью меблирована,ламинат,3 м.,,есть,"видеодомофон,                                             охрана","кладовка,                                             тихий двор",,,,,,,,,,,
"2-комн. кв., 43 м2",$ 400/мес.,"Бишкек, 5 м-н, Суеркулова",от агента,на долгий срок,104 серия,"панельный, 65 г.",2 этаж из 4,43 м2,центральное,евроремонт,,,,,,,,,,,,,,,,,,,,,,,,
"Дом, 3-комн., 40 м2",$ 115/мес.,"Бишкек, Токольдош ж/м, Кийизбаева/Октябрьская",от собственника,на долгий срок,,,,"40 м2, жилая: 3 м2, кухня: 1 м2",на газе,среднее,,нет,магистральный,,,,частично меблирована,дерево,2.5 м.,,нет,,сад,кирпичный,6 соток,,1,септик,центральное водоснабжение,есть,,,,
"Дом, 5-комн., 220 м2",$ 2 500/мес.,"Бишкек, Кара Дарыя, Кара-Дарыя нет/Скрябина",от собственника,на долгий срок,,,,"220 м2, жилая: 160 м2, кухня: 25 м2",на газе,евроремонт,проводной,раздельный,магистральный,,,,полностью меблирована,паркет,,красная книга,есть,"домофон,                                             видеодомофон,                                             видеонаблюдение","навес,                                             гараж,                                             веранда","кирпичный, 2018 г.",3 соток,,3,центральная,центральное водоснабжение,есть,,,,
"Дом, 3-комн., 90 м2",$ 150/сутки,"с. Чон-Сары-Ой, Карвен 4 сезона 2/улицей дорожной",от собственника,посуточно,,,,"90 м2, жилая: 90 м2, кухня: 30 м2",электрическое,евроремонт,оптика,совмещенный,нет,,,,полностью меблирована,паркет,280 м.,,есть,охрана,"пластиковые окна,                                             бассейн,                                             хозпостройки,                                             навес,                                             сауна","кирпичный, 2014 г.",5 соток,,1,центральная,центральное водоснабжение,есть,,,,
"2-комн. кв., 72 м2",$ 680/мес.,"с. Кок-Джар, Алма-Aтинская/Токомбаева",от собственника,на долгий срок,элитка,"кирпичный, 2020 г.",4 этаж из 9,72 м2,на газе,евроремонт,проводной,раздельный,магистральный,застекленный балкон,бронированная,паркинг,полностью меблирована,ламинат,3 м.,,возможно подключение,домофон,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             встроенная кухня,                                             тихий двор",,,,,,,,,,,
"3-комн. кв., 98 м2",$ 800/мес.,"Бишкек, 7 м-н, Юнусалиева 173/2",от агента,на долгий срок,элитка,"монолитный, 2015 г.",8 этаж из 10,98 м2,центральное,евроремонт,проводной,2 с/у и более,магистральный,застекленный балкон,бронированная,паркинг,полностью меблирована,ламинат,3 м.,,есть,"охрана,                                             видеодомофон",неугловая,,,,,,,,,,,
"Коммерческая недвижимость, 600 м2",$ 12 000/мес.,"Бишкек, Карла Маркса, Юнусалиева 88/Суванбердиева",от собственника,на долгий срок,,,,600 м2,центральное,под самоотделку (псо),проводной,,,,,,,,4 м.,,есть,"охрана,                                             видеодомофон",,"кирпичный, 2023 г.",,,7,,,,,,,
"2-комн. кв., 80 м2",$ 650/мес.,"Бишкек, Парк Панфилова/Спартак, Логвиненко/Фрунзе",от агента,на долгий срок,элитка,"кирпичный, 2017 г.",10 этаж из 14,80 м2,центральное,хорошее,проводной,2 с/у и более,магистральный,застекленный балкон,металлическая,рядом охраняемая стоянка,полностью меблирована,ламинат,3 м.,,есть,охрана,неугловая,,,,,,,,,,,
"6 и более комнат кв., 380 м2",$ 3 000/мес.,"Бишкек, Золотой квадрат, Эркиндик 33/2/Токтогула",от агента,на долгий срок,элитка,"кирпичный, 2014 г.",12 этаж из 12,380 м2,центральное,хорошее,проводной,2 с/у и более,магистральный,застекленный балкон,бронированная,паркинг,полностью меблирована,паркет,3 м.,,есть,"домофон,                                             охрана,                                             видеодомофон","кладовка,                                             тихий двор,                                             комнаты изолированы,                                             кондиционер,                                             улучшенная",,,,,,,,,,,
"4-комн. кв., 165 м2",$ 2 200/мес.,"Бишкек, Магистраль, Токомбаева 23/Сухэ Батора",от собственника,на долгий срок,элитка,"монолитный, 2018 г.",9 этаж из 13,165 м2,центральное,евроремонт,проводной,2 с/у и более,магистральный,балкон,бронированная,паркинг,полностью меблирована,ламинат,3.3 м.,,есть,"домофон,                                             охрана,                                             видеодомофон,                                             кодовый замок,                                             видеонаблюдение,                                             консьерж",тихий двор,,,,,,,,,,,
"5-комн. кв., 300 м2",$ 1 600/мес.,"Бишкек, Гоин, Бульвар Эркиндик 73/Жибек Жолу",от собственника,на долгий срок,элитка,кирпичный,4 этаж из 7,300 м2,центральное,хорошее,проводной,2 с/у и более,магистральный,застекленный балкон,бронированная,паркинг,полностью меблирована,,3 м.,,возможно подключение,"охрана,                                             видеонаблюдение,                                             консьерж","пластиковые окна,                                             кухня-студия,                                             кондиционер,                                             комнаты изолированы,                                             тихий двор",,,,,,,,,,,
"Дом, 5-комн., 220 м2",$ 2 500/мес.,"Бишкек, Кара Дарыя, Карадарья/Скрябина",от собственника,на долгий срок,,,,"220 м2, жилая: 160 м2, кухня: 40 м2",на газе,евроремонт,проводной,2 с/у и более,магистральный,,,,полностью меблирована,паркет,2.9 м.,красная книга,,"домофон,                                             видеодомофон,                                             видеонаблюдение","навес,                                             гараж,                                             сад,                                             бассейн","кирпичный, 2018 г.",3 соток,,3,центральная,центральное водоснабжение,есть,,,,
"Коммерческая недвижимость, 152 м2",$ 2 736/мес.,"Бишкек, Военторг, Сыдыкова/Коенкозова",от собственника,на долгий срок,,,,152 м2,центральное,евроремонт,,,,,,,,,3 м.,,,,,"кирпичный, 2021 г.",,,,,,,,,,
"1-комн. кв., 40 м2",$ 29/сутки,"Бишкек, КНУ, Фрунзе/Уметалиева",от собственника,посуточно,индивид. планировка,"монолитный, 2017 г.",9 этаж из 9,40 м2,центральное,евроремонт,проводной,совмещенный,магистральный,нет,бронированная,,полностью меблирована,ламинат,3 м.,,нет,"домофон,                                             охрана,                                             видеонаблюдение","пластиковые окна,                                             кухня-студия,                                             кондиционер,                                             неугловая,                                             тихий двор",,,,,,,,,,,
"3-комн. кв., 80 м2",$ 750/мес.,"Бишкек, Бишкек-Парк, Исанова 39 148",от агента,на долгий срок,элитка,монолитный,10 этаж из 25,80 м2,центральное,евроремонт,,,,,,,,,,,,,,,,,,,,,,,,
"3-комн. кв., 55 м2",$ 357/мес.,"Бишкек, Ак Эмир рынок, Московская/Ибраимова",от агента,на долгий срок,105 серия,панельный,4 этаж из 5,55 м2,центральное,хорошее,,раздельный,магистральный,балкон,металлическая,,пустая,,,,,,,,,,,,,,,,,
"1-комн. кв., 60 м2",$ 35/сутки,"Бишкек, Дворец спорта, Тыныстанова 99/Горького",от собственника,посуточно,элитка,"монолитный, 2017 г.",7 этаж из 9,60 м2,центральное,хорошее,adsl,совмещенный,магистральный,нет,бронированная,,полностью меблирована,ламинат,3 м.,,нет,,,,,,,,,,,,,
"Коммерческая недвижимость, 36 м2",$ 17/мес.,Кант,от собственника,на долгий срок,,,,36 м2,,евроремонт,,,,,,,,,,,,,,,,,,,,,,,,
"1-комн. кв., 12 м2",$ 288/мес.,"Бишкек, Верхний Джал м-н 1",от собственника,помесячно,106 серия,"панельный, 1997 г.",3 этаж из 9,12 м2,центральное,среднее,проводной,раздельный,магистральный,застекленный балкон,бронированная,,полностью меблирована,линолеум,2.7 м.,,нет,домофон,"пластиковые окна,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня",,,,,,,,,,,
"2-комн. кв., 80.2 м2",$ 800/мес.,"Бишкек, Магистраль",от собственника,на долгий срок,элитка,монолитный,2 этаж из 10,80.2 м2,центральное,евроремонт,,,,,,,,,,,,,,,,,,,,,,,,
"Дом, 6 и более комнат, 450 м2",$ 2 500/мес.,"Бишкек, Гоин",от собственника,на долгий срок,,,,450 м2,центральное,евроремонт,проводной,раздельный,,,,,полностью меблирована,,,,есть,"сигнализация,                                             видеонаблюдение,                                             кодовый замок",,монолитный,8 соток,,3,центральная,центральное водоснабжение,есть,,,,
"1-комн. кв., 45 м2",$ 500/мес.,"Бишкек, Магистраль, Токомбаева 27",от собственника,на долгий срок,элитка,"монолитный, 2017 г.",7 этаж из 9,"45 м2, жилая: 45 м2, кухня: 30 м2",электрическое,евроремонт,проводной,раздельный,нет,лоджия,металлическая,паркинг,полностью меблирована,ламинат,3 м.,,возможно подключение,,,,,,,,,,,,,
"Коммерческая недвижимость, 350 м2",$ 1 037/мес.,"Ош,  ул.Кокумбий 15а",от собственника,на долгий срок,,,,350 м2,электрическое,среднее,,,,,,,,,3 м.,,возможно подключение,,,"кирпичный, 2010 г.",3.5 соток,,2,,,,,,,
"3-комн. кв., 120 м2",$ 1 500/мес.,"Бишкек, Военторг, Токтогула 140/Исанова",от собственника,на долгий срок,элитка,монолитный,11 этаж из 12,"120 м2, жилая: 117 м2",центральное,евроремонт,adsl,2 с/у и более,автономный,нет,бронированная,рядом охраняемая стоянка,полностью меблирована,ламинат,3 м.,,есть,"охрана,                                             видеонаблюдение,                                             видеодомофон","кухня-студия,                                             кондиционер,                                             комнаты изолированы,                                             улучшенная",,,,,,,,,,,
"Коммерческая недвижимость, 300 м2",$ 1 153/мес.,"Ош,  ул.Кокумбий 15а",от собственника,на долгий срок,,,,300 м2,на твердом топливе,хорошее,,,,,,,,,3 м.,"красная книга,                                             договор купли-продажи",возможно подключение,охрана,,"кирпичный, 2010 г.",3 соток,,2,,,,,,,
"2-комн. кв., 61 м2",$ 850/мес.,"Бишкек, ЖД вокзал, Чуйкова/Орозбекова",от собственника,на долгий срок,элитка,монолитный,7 этаж из 14,61 м2,центральное,евроремонт,проводной,совмещенный,магистральный,лоджия,бронированная,рядом охраняемая стоянка,полностью меблирована,ламинат,3 м.,,возможно подключение,"домофон,                                             охрана,                                             консьерж,                                             видеонаблюдение","кухня-студия,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             кладовка,                                             тихий двор,                                             удобно под бизнес,                                             пластиковые окна,                                             улучшенная",,,,,,,,,,,
"Коммерческая недвижимость, 60 м2",$ 576/мес.,"Ош,  ул.Ленина 297/6 297",от собственника,на долгий срок,,,,60 м2,электрическое,среднее,,,,,,,,,3 м.,"технический паспорт,                                             договор купли-продажи",возможно подключение,,,другое,1 соток,,1,,,,,,,
"Коммерческая недвижимость, 300 м2",$ 1 037/мес.,"Ош,  ул.Кокумбий 15/1",от собственника,на долгий срок,,,,300 м2,без отопления,среднее,,,,,,,,,3.5 м.,,нет,,,"кирпичный, 2010 г.",10 соток,,1,,,,,,,
"Коммерческая недвижимость, 50 м2",$ 207/мес.,"Ош,  ул.Кокумбий 15/1",от собственника,на долгий срок,,,,50 м2,без отопления,хорошее,,,,,,,,,3 м.,,нет,,,"кирпичный, 2012 г.",1 соток,,1,,,,,,,
"1-комн. кв., 54 м2",$ 500/мес.,"Бишкек, Каралаева (Набережная) 40/4",от собственника,на долгий срок,элитка,монолитный,10 этаж из 12,54 м2,центральное,евроремонт,проводной,раздельный,,застекленный балкон,металлическая,рядом охраняемая стоянка,полностью меблирована,ламинат,3 м.,,,,,,,,,,,,,,,
"Коммерческая недвижимость, 9 м2",$ 300/мес.,"Бишкек, Военторг, Исанова 79",от собственника,на долгий срок,,,,9 м2,центральное,евроремонт,оптика,,,,,,,,,,возможно подключение,,,монолитный,,,,,,,,,,
